setting;power
0;-0.004
0.05;0.003
0.1;0.015
0.15;0.028
0.2;0.041
0.25;0.054
0.3;0.068
0.35;0.081
0.4;0.094
0.45;0.107
0.5;0.121
0.55;0.135
0.6;0.147
0.7;0.174
0.8;0.2
0.9;0.227
1;0.254
1.1;0.281
1.2;0.307
1.3;0.333
1.4;0.358
1.5;0.3845
1.6;0.4115
1.7;0.437
1.8;0.463
1.9;0.487
2;0.512
2.1;0.537
2.2;0.561
2.4;0.611
2.6;0.659
2.8;0.706
3;0.753
3.2;0.799
3.4;0.844
