setting;power
0;-0.004
0.05;0.014
0.1;0.03
0.15;0.046
0.2;0.063
0.25;0.079
0.3;0.095
0.35;0.111
0.4;0.127
0.5;0.1565
0.6;0.189
0.7;0.22
0.8;0.252
0.9;0.282
1;0.313
1.1;0.344
1.2;0.374
1.3;0.404
1.4;0.434
1.5;0.464
1.6;0.495
1.7;0.523
1.8;0.554
1.9;0.581
2;0.61
2.2;0.667
2.4;0.723
2.6;0.781
2.8;0.836
