setting;power
0;-0.002
0.1;-0.002
0.2;0.002
0.3;0.008
0.4;0.013
0.5;0.019
0.6;0.025
0.8;0.036
1;0.047
1.2;0.059
1.4;0.069
1.6;0.08
1.8;0.091
2;0.101
2.5;0.126
3;0.151
3.5;0.174
4;0.197
4.5;0.219
5;0.24
5.5;0.26
6;0.279
6.5;0.297
7;0.315
7.5;0.331
8;0.346
8.5;0.36
9;0.273
9.5;0.385
10;0.396
