setting;power
0;-0.004
0.05;-0.004
0.1;-0.001
0.15;0.004
0.2;0.009
0.25;0.014
0.3;0.019
0.35;0.025
0.4;0.03
0.45;0.036
0.5;0.042
0.6;0.054
0.7;0.066
0.8;0.078
0.9;0.091
1;0.104
1.1;0.116
1.2;0.129
1.3;0.141
1.4;0.154
1.5;0.167
1.6;0.18
1.7;0.192
1.8;0.205
2;0.23
2.2;0.256
2.4;0.281
2.6;0.306
2.8;0.33
3;0.355
3.2;0.381
3.4;0.405
3.6;0.43
3.8;0.453
4;0.478
4.2;0.503
4.4;0.527
4.6;0.55
4.8;0.574
5;0.598
5.2;0.622
5.4;0.645
5.6;0.667
5.8;0.69
6;0.712
