setting;power
0;-0.0025
0.1;-0.001
0.2;0.005
0.3;0.011
0.4;0.017
0.5;0.023
0.6;0.03
0.7;0.036
0.8;0.042
1;0.054
1.2;0.066
1.4;0.078
1.6;0.09
1.8;0.101
2;0.113
2.5;0.14
3;0.167
3.5;0.193
4;0.218
4.5;0.241
5;0.264
5.5;0.286
6;0.307
6.5;0.327
7;0.347
7.5;0.365
8;0.382
8.5;0.398
9;0.411
9.5;0.425
10;0.437
